iter	Passed	Remaining
1670	26043	5127
1671	26057	5111
1672	26070	5095
1673	26083	5079
1674	26098	5063
1675	26112	5047
1676	26126	5032
1677	26139	5016
1678	26152	4999
1679	26164	4983
1680	26178	4967
1681	26190	4951
1682	26202	4935
1683	26214	4919
1684	26227	4903
1685	26240	4887
1686	26253	4870
1687	26265	4854
1688	26278	4838
1689	26305	4825
1690	26324	4810
1691	26342	4795
1692	26354	4778
1693	26366	4762
1694	26379	4746
1695	26391	4730
1696	26407	4715
1697	26422	4699
1698	26436	4683
1699	26448	4667
1700	26461	4651
1701	26473	4635
1702	26486	4619
1703	26498	4603
1704	26511	4587
1705	26524	4570
1706	26536	4554
1707	26549	4538
1708	26561	4522
1709	26573	4506
1710	26585	4490
1711	26597	4474
1712	26609	4458
1713	26621	4442
1714	26633	4425
1715	26645	4409
1716	26657	4393
1717	26669	4377
1718	26681	4361
1719	26693	4345
1720	26705	4329
1721	26720	4313
1722	26732	4297
1723	26745	4281
1724	26757	4265
1725	26772	4250
1726	26785	4234
1727	26797	4218
1728	26812	4202
1729	26824	4186
1730	26837	4170
1731	26850	4154
1732	26862	4138
1733	26874	4122
1734	26886	4106
1735	26898	4090
1736	26911	4074
1737	26923	4058
1738	26934	4042
1739	26948	4026
1740	26961	4010
1741	26974	3995
1742	26987	3979
1743	27000	3963
1744	27012	3947
1745	27024	3931
1746	27036	3915
1747	27049	3899
1748	27062	3883
1749	27074	3867
1750	27086	3851
1751	27098	3835
1752	27110	3819
1753	27122	3803
1754	27134	3788
1755	27146	3772
1756	27158	3756
1757	27170	3740
1758	27182	3724
1759	27194	3708
1760	27206	3692
1761	27218	3676
1762	27230	3660
1763	27242	3644
1764	27254	3628
1765	27266	3612
1766	27278	3597
1767	27290	3581
1768	27305	3565
1769	27324	3550
1770	27338	3534
1771	27351	3519
1772	27364	3503
1773	27376	3487
1774	27389	3471
1775	27401	3456
1776	27414	3440
1777	27427	3424
1778	27439	3408
1779	27450	3392
1780	27463	3376
1781	27475	3361
1782	27487	3345
1783	27499	3329
1784	27512	3313
1785	27524	3298
1786	27537	3282
1787	27551	3266
1788	27565	3251
1789	27579	3235
1790	27592	3219
1791	27605	3204
1792	27618	3188
1793	27631	3172
1794	27645	3157
1795	27659	3141
1796	27671	3125
1797	27684	3110
1798	27698	3094
1799	27711	3079
1800	27724	3063
1801	27736	3047
1802	27749	3032
1803	27762	3016
1804	27774	3000
1805	27788	2985
1806	27801	2969
1807	27813	2953
1808	27825	2937
1809	27837	2922
1810	27849	2906
1811	27861	2890
1812	27873	2874
1813	27885	2859
1814	27897	2843
1815	27910	2827
1816	27923	2812
1817	27936	2796
1818	27950	2781
1819	27969	2766
1820	27983	2750
1821	27997	2735
1822	28012	2719
1823	28025	2704
1824	28039	2688
1825	28052	2673
1826	28070	2657
1827	28085	2642
1828	28105	2627
1829	28119	2612
1830	28132	2596
1831	28145	2581
1832	28157	2565
1833	28170	2549
1834	28183	2534
1835	28196	2518
1836	28208	2502
1837	28221	2487
1838	28234	2471
1839	28246	2456
1840	28259	2440
1841	28272	2425
1842	28285	2409
1843	28298	2393
1844	28309	2378
1845	28322	2362
1846	28335	2347
1847	28347	2331
1848	28359	2316
1849	28372	2300
1850	28384	2284
1851	28396	2269
1852	28407	2253
1853	28420	2238
1854	28432	2222
1855	28444	2206
1856	28456	2191
1857	28469	2175
1858	28481	2160
1859	28494	2144
1860	28506	2129
1861	28519	2113
1862	28531	2098
1863	28544	2082
1864	28555	2067
1865	28567	2051
1866	28580	2036
1867	28595	2020
1868	28610	2005
1869	28622	1989
1870	28634	1974
1871	28646	1958
1872	28659	1943
1873	28671	1927
1874	28684	1912
1875	28696	1896
1876	28708	1881
1877	28721	1865
1878	28734	1850
1879	28746	1834
1880	28759	1819
1881	28771	1803
1882	28784	1788
1883	28796	1773
1884	28808	1757
1885	28820	1742
1886	28832	1726
1887	28844	1711
1888	28856	1695
1889	28868	1680
1890	28880	1664
1891	28893	1649
1892	28904	1633
1893	28917	1618
1894	28928	1602
1895	28940	1587
1896	28953	1572
1897	28965	1556
1898	28978	1541
1899	28990	1525
1900	29002	1510
1901	29014	1494
1902	29027	1479
1903	29039	1464
1904	29051	1448
1905	29063	1433
1906	29081	1418
1907	29096	1402
1908	29108	1387
1909	29121	1372
1910	29133	1356
1911	29146	1341
1912	29158	1326
1913	29174	1310
1914	29189	1295
1915	29201	1280
1916	29214	1264
1917	29226	1249
1918	29238	1234
1919	29251	1218
1920	29263	1203
1921	29274	1188
1922	29286	1172
1923	29298	1157
1924	29310	1141
1925	29322	1126
1926	29333	1111
1927	29345	1095
1928	29357	1080
1929	29369	1065
1930	29381	1049
1931	29393	1034
1932	29405	1019
1933	29416	1003
1934	29428	988
1935	29440	973
1936	29452	957
1937	29464	942
1938	29476	927
1939	29488	912
1940	29500	896
1941	29512	881
1942	29524	866
1943	29536	850
1944	29548	835
1945	29560	820
1946	29573	805
1947	29588	789
1948	29600	774
1949	29613	759
1950	29626	744
1951	29639	728
1952	29652	713
1953	29664	698
1954	29676	683
1955	29688	667
1956	29700	652
1957	29714	637
1958	29729	622
1959	29742	606
1960	29755	591
1961	29768	576
1962	29780	561
1963	29792	546
1964	29804	530
1965	29816	515
1966	29828	500
1967	29841	485
1968	29853	470
1969	29865	454
1970	29878	439
1971	29890	424
1972	29902	409
1973	29915	394
1974	29927	378
1975	29939	363
1976	29951	348
1977	29964	333
1978	29976	318
1979	29988	302
1980	30001	287
1981	30013	272
1982	30025	257
1983	30038	242
1984	30050	227
1985	30062	211
1986	30074	196
1987	30086	181
1988	30098	166
1989	30110	151
1990	30121	136
1991	30133	121
1992	30145	105
1993	30156	90
1994	30169	75
1995	30187	60
1996	30199	45
1997	30211	30
1998	30223	15
1999	30235	0
