iter	MultiClass
1530	0.5981377057
1531	0.5978551173
1532	0.597720463
1533	0.5976063536
1534	0.5974997528
1535	0.5973716216
1536	0.5971643418
1537	0.5969990325
1538	0.596932061
1539	0.596788091
1540	0.5967049423
1541	0.5966166449
1542	0.5964982219
1543	0.5963576148
1544	0.5961598943
1545	0.5960766926
1546	0.5959456878
1547	0.5958092554
1548	0.5956985245
1549	0.5956006649
1550	0.5954481254
1551	0.5952965912
1552	0.5951747166
1553	0.5951288012
1554	0.5949153927
1555	0.5948392025
1556	0.5946685935
1557	0.5945773247
1558	0.5944984984
1559	0.5944266461
1560	0.5943182006
1561	0.5941310898
1562	0.5938946075
1563	0.5938295479
1564	0.5936051915
1565	0.5934891099
1566	0.5933553526
1567	0.5932213583
1568	0.5931339372
1569	0.5930262097
1570	0.5929052681
1571	0.5927462934
1572	0.5926865192
1573	0.5926435871
1574	0.592434985
1575	0.5923644044
1576	0.5922832855
1577	0.5921665189
1578	0.5919483241
1579	0.5917913815
1580	0.5915522854
1581	0.5914464442
1582	0.5912920871
1583	0.5911924275
1584	0.591072681
1585	0.5909583031
1586	0.5908102201
1587	0.5906987737
1588	0.5906465573
1589	0.5905722574
1590	0.590485776
1591	0.5902811286
1592	0.5901170296
1593	0.5899294732
1594	0.5898550188
1595	0.5897892635
1596	0.589723652
1597	0.5895008
1598	0.5893826304
1599	0.5892773972
1600	0.5891425481
1601	0.5890437823
1602	0.5888691718
1603	0.5887628067
1604	0.5886337957
1605	0.5884972042
1606	0.5883824441
1607	0.5882073345
1608	0.5881230656
1609	0.5879154944
1610	0.5877839218
1611	0.5875929008
1612	0.5874859357
1613	0.5873714336
1614	0.5872945573
1615	0.5871586104
1616	0.5870801561
1617	0.5869470863
1618	0.5868682557
1619	0.5868376805
1620	0.5867204184
1621	0.5866163548
1622	0.5865567547
1623	0.5864416076
1624	0.5862511801
1625	0.5860849889
1626	0.5858892958
1627	0.5856370096
1628	0.5854980408
1629	0.5853494633
1630	0.5851889597
1631	0.5849866883
1632	0.5848696741
1633	0.5848082191
1634	0.5846197485
1635	0.5845333158
1636	0.5844104932
1637	0.5843215427
1638	0.5841907192
1639	0.583991347
1640	0.5837846404
1641	0.5835469097
1642	0.5833933022
1643	0.5833396545
1644	0.5831970628
1645	0.5830653772
1646	0.5829119323
1647	0.582841411
1648	0.5827338459
1649	0.5825658456
1650	0.5824122466
1651	0.5823334635
1652	0.5821852349
1653	0.5819905746
1654	0.5818902705
1655	0.5818084379
1656	0.5816934353
1657	0.5815609377
1658	0.5813656469
1659	0.5812379849
1660	0.5811773041
1661	0.5810950864
1662	0.5809256556
1663	0.5807944466
1664	0.5807395426
1665	0.5806875041
1666	0.5806429308
1667	0.5804882949
1668	0.5803682251
1669	0.5803104695
1670	0.5802028824
1671	0.5800891437
1672	0.579929662
1673	0.5797850277
1674	0.5795920637
1675	0.5793905155
1676	0.5791819896
1677	0.5789165135
1678	0.5787509026
1679	0.5786326127
1680	0.5784528867
1681	0.5782919608
1682	0.5780638958
1683	0.5779927473
1684	0.5778820172
1685	0.5777707968
1686	0.5776444072
1687	0.5775234488
1688	0.5774098326
1689	0.5772933976
1690	0.577201648
1691	0.5770317768
1692	0.5769302305
1693	0.5767460224
1694	0.5765746082
1695	0.5764482246
1696	0.5763723358
1697	0.5762841641
1698	0.576116427
1699	0.5759842769
1700	0.5757943901
1701	0.5756700415
1702	0.5755390263
1703	0.5754041019
1704	0.5752126239
1705	0.5750019533
1706	0.5749455202
1707	0.5747961175
1708	0.5746613665
1709	0.5745465986
1710	0.574488698
1711	0.5744079872
1712	0.57424489
1713	0.5741508158
1714	0.5740713553
1715	0.5738751334
1716	0.5736890794
1717	0.5735830836
1718	0.5734511198
1719	0.5733488832
1720	0.5732426602
1721	0.5731500911
1722	0.5728884331
1723	0.5727845428
1724	0.5725682367
1725	0.5724417349
1726	0.5722509643
1727	0.5721782408
1728	0.5720812789
1729	0.5720169019
1730	0.5719348379
1731	0.5717707083
1732	0.5716181262
1733	0.5714781136
1734	0.5713116905
1735	0.5712270138
1736	0.571077271
1737	0.5709269572
1738	0.5707042778
1739	0.5705804296
1740	0.5705378278
1741	0.5704138408
1742	0.5702790423
1743	0.5702242987
1744	0.5701154671
1745	0.5700663974
1746	0.5699756035
1747	0.5697982508
1748	0.5697108752
1749	0.5695092274
1750	0.5693580267
1751	0.5692883045
1752	0.5692180564
1753	0.5689836363
1754	0.5688735835
1755	0.5687120011
1756	0.5686270701
1757	0.5685478962
1758	0.568313167
1759	0.5681906924
1760	0.5681091238
1761	0.5679729183
1762	0.5677904445
1763	0.5675662622
1764	0.567491743
1765	0.5673486547
1766	0.5671601708
1767	0.5670103791
1768	0.5669056287
1769	0.5667432685
1770	0.566641234
1771	0.5665363379
1772	0.566409203
1773	0.5663115496
1774	0.5661336548
1775	0.5660143433
1776	0.5659296142
1777	0.565788597
1778	0.5657003747
1779	0.5655908427
1780	0.5654814912
1781	0.5653053019
1782	0.565225358
1783	0.5650943781
1784	0.5649810897
1785	0.5647864794
1786	0.5646806346
1787	0.5645230209
1788	0.5641884345
1789	0.56404647
1790	0.5639054198
1791	0.5638227612
1792	0.5637107576
1793	0.5636507042
1794	0.5634649999
1795	0.5633332308
1796	0.5632331136
1797	0.5631299723
1798	0.562991393
1799	0.5628415407
1800	0.5627242337
1801	0.5626382634
1802	0.56253569
1803	0.562459393
1804	0.5623409143
1805	0.5622157
1806	0.5621459256
1807	0.5620495855
1808	0.5619247952
1809	0.5617987452
1810	0.5615411512
1811	0.5614239307
1812	0.5613372573
1813	0.561225723
1814	0.5610791414
1815	0.5610116518
1816	0.5609086451
1817	0.5607709224
1818	0.5606046792
1819	0.5605177656
1820	0.5604540128
1821	0.5603784152
1822	0.5602461309
1823	0.5601718175
1824	0.5599660178
1825	0.5598394671
1826	0.5596557017
1827	0.5595380712
1828	0.5594216241
1829	0.5592904757
1830	0.5592248929
1831	0.5591641865
1832	0.5590892723
1833	0.5589885871
1834	0.5588987151
1835	0.5588313983
1836	0.558724145
1837	0.5586027514
1838	0.5585561456
1839	0.5585008279
1840	0.5584449256
1841	0.5583532691
1842	0.5581641956
1843	0.5580657105
1844	0.5579620228
1845	0.557773075
1846	0.5577154325
1847	0.5575599521
1848	0.5574544045
1849	0.5573052386
1850	0.5571963638
1851	0.5571590798
1852	0.5570965964
1853	0.5569374731
1854	0.5568301713
1855	0.5566527022
1856	0.5565234342
1857	0.5564022987
1858	0.5562562672
1859	0.5560739671
1860	0.5559367461
1861	0.5558233082
1862	0.5556723417
1863	0.5555467419
1864	0.5554417449
1865	0.5552634764
1866	0.5549794085
1867	0.5548877761
1868	0.5547838174
1869	0.5546756548
1870	0.5545756015
1871	0.5543940906
1872	0.5542950721
1873	0.5542388118
1874	0.5540601062
1875	0.5539638817
1876	0.5539062738
1877	0.5537949407
1878	0.5537350019
1879	0.5536586179
1880	0.553499094
1881	0.5533425188
1882	0.5531963751
1883	0.5530526987
1884	0.5528661897
1885	0.55270242
1886	0.5526128941
1887	0.5525223095
1888	0.5523390223
1889	0.5522159402
1890	0.5521628903
1891	0.5519789005
1892	0.5518689836
1893	0.5517147884
1894	0.5516629422
1895	0.5515871475
1896	0.5515301149
1897	0.5514104175
1898	0.5512910838
1899	0.5511736236
1900	0.5510922867
1901	0.5510210636
1902	0.5509068569
1903	0.5507910498
1904	0.5506817327
1905	0.5505744196
1906	0.5504759288
1907	0.5503883869
1908	0.5502228847
1909	0.5501604127
1910	0.5500309235
1911	0.5499551945
1912	0.5498459703
1913	0.5497475419
1914	0.5495757589
1915	0.5495131773
1916	0.5492857261
1917	0.5491178921
1918	0.5490156757
1919	0.5488262977
1920	0.5487235313
1921	0.548631572
1922	0.5485101174
1923	0.5484221261
1924	0.5483251934
1925	0.5481207069
1926	0.5479686424
1927	0.5478240174
1928	0.547697703
1929	0.5475178748
1930	0.5474362728
1931	0.5473124864
1932	0.5472459605
1933	0.5470586242
1934	0.5469885494
1935	0.5468458409
1936	0.5467398542
1937	0.5466984694
1938	0.5466091388
1939	0.5465136211
1940	0.5463992554
1941	0.546226429
1942	0.5461467514
1943	0.5460261718
1944	0.545892545
1945	0.5457573787
1946	0.545644572
1947	0.545600309
1948	0.5455337944
1949	0.5454160379
1950	0.5452499925
1951	0.5451993347
1952	0.545119731
1953	0.5450522125
1954	0.5449485646
1955	0.5448442501
1956	0.5448225262
1957	0.544663297
1958	0.5446135152
1959	0.5444559546
1960	0.5443702799
1961	0.5443104852
1962	0.544248262
1963	0.5441544326
1964	0.5439544257
1965	0.5439098169
1966	0.5438062194
1967	0.5436076953
1968	0.5435539377
1969	0.5434776534
1970	0.5433562485
1971	0.5432990761
1972	0.5431671202
1973	0.5431204229
1974	0.5430428164
1975	0.5429743784
1976	0.542909787
1977	0.5428248248
1978	0.5427309081
1979	0.5426358132
1980	0.54255214
1981	0.5424435337
1982	0.5422528488
1983	0.5421635774
1984	0.5421054678
1985	0.5419887593
1986	0.541912092
1987	0.5418346136
1988	0.5416761947
1989	0.5416254328
1990	0.5415407392
1991	0.5414625216
1992	0.5413942609
1993	0.5413389425
1994	0.5412003069
1995	0.5410391333
1996	0.540927788
1997	0.5408464194
1998	0.5406611997
1999	0.5404916774
