iter	MultiClass
184	0.9938070174
185	0.9923274223
186	0.9907769553
187	0.9892961248
188	0.9878102313
189	0.9863053425
190	0.9849089211
191	0.9834524877
192	0.9818709708
193	0.9805219126
194	0.9791072019
195	0.9776573064
196	0.9763417521
197	0.9750594762
198	0.9736326752
199	0.9721337419
200	0.9707670589
201	0.9694541015
202	0.9680225249
203	0.9667043028
204	0.9653462162
205	0.9640838351
206	0.9627544901
207	0.9615534836
208	0.9603669015
209	0.9591338871
210	0.9578902724
211	0.9566155711
212	0.9553666784
213	0.9541077496
214	0.9528468547
215	0.9516493838
216	0.950414108
217	0.9491636196
218	0.9478164814
219	0.9466738918
220	0.9455661303
221	0.9443224687
222	0.9430572067
223	0.9418715288
224	0.9407337825
225	0.9395024799
226	0.9383178319
227	0.9371201858
228	0.9360807488
229	0.9349997668
230	0.933873811
231	0.9326816738
232	0.9314996098
233	0.930534395
234	0.9294062426
235	0.9284003478
236	0.9271977535
237	0.9261701216
238	0.9251571226
239	0.9240088046
240	0.9230200654
241	0.9220519128
242	0.9209929274
243	0.9199696562
244	0.9189852194
245	0.9179578864
246	0.9169669406
247	0.9160088277
248	0.9150393029
249	0.9140617206
250	0.9129820726
251	0.9119673592
252	0.9109240007
253	0.909968458
254	0.9090045661
255	0.9080216808
256	0.9071421458
257	0.9062126399
258	0.9053218221
259	0.9043980588
260	0.9033738339
261	0.902466237
262	0.9015790186
263	0.9006083335
264	0.8996975392
265	0.8988325338
266	0.8979296375
267	0.8969878718
268	0.8960748115
269	0.8952298808
270	0.8944197483
271	0.8935148692
272	0.8926731123
273	0.891772442
274	0.8910068549
275	0.8902619676
276	0.8894762948
277	0.8886770153
278	0.8879499265
279	0.8872295304
280	0.8864655755
281	0.8857588826
282	0.8848721576
283	0.8840870766
284	0.8832580034
285	0.8824044733
286	0.8816597577
287	0.8809059079
288	0.8800920711
289	0.8791432971
290	0.8783847833
291	0.8775994373
292	0.876802404
293	0.8761124692
294	0.8754028057
295	0.8747104088
296	0.8739197321
297	0.8731594356
298	0.8724601884
299	0.871820282
300	0.8711403658
301	0.870475829
302	0.8696333556
303	0.8688809266
304	0.86808521
305	0.8674219159
306	0.8667214816
307	0.8660907058
308	0.8654564244
309	0.8648583365
310	0.8641899538
311	0.8635305086
312	0.8627471222
313	0.8620301517
314	0.8612325708
315	0.8605462172
316	0.8599849153
317	0.8593933473
318	0.8587487087
319	0.8581603046
320	0.8575630863
321	0.8568270396
322	0.8561101128
323	0.8554402572
324	0.854804321
325	0.8541602242
326	0.8535777753
327	0.8529834314
328	0.8524576328
329	0.8518912663
330	0.8512773148
331	0.8505869941
332	0.8499785825
333	0.8494213312
334	0.848871133
335	0.8481747776
336	0.8476235582
337	0.8468797545
338	0.8463168647
339	0.845712666
340	0.8450933936
341	0.8442828244
342	0.8436886246
343	0.843133029
344	0.8424606841
345	0.8418578788
346	0.8413335572
347	0.8406962436
348	0.8400920027
349	0.8395552375
350	0.8391057456
351	0.8384988933
352	0.8380420485
353	0.8375385884
354	0.8370279347
355	0.8364289973
356	0.8359631233
357	0.8354759508
358	0.8350393301
359	0.8344921178
360	0.8339549013
361	0.8333328331
362	0.8328551748
363	0.8323150615
364	0.831791644
365	0.8311561616
366	0.8306719275
367	0.8301900607
368	0.8296173062
369	0.8291829092
370	0.8287706184
371	0.8282511989
372	0.8277635717
373	0.82730353
374	0.8268423552
375	0.8263826452
376	0.8259730838
377	0.8254072829
378	0.8250379901
379	0.8244555673
380	0.8240758614
381	0.8236916947
382	0.8232462902
383	0.8227810747
384	0.8223270925
385	0.8218234662
386	0.8213942871
387	0.8208487871
388	0.8203370236
389	0.8198476128
390	0.8192799586
391	0.8188595111
392	0.8183269911
393	0.817912181
394	0.817455194
395	0.8168926919
396	0.8164716998
397	0.8160622625
398	0.8155891576
399	0.8150631064
400	0.8146304969
401	0.8141621318
402	0.8138218457
403	0.8134745087
404	0.8130086931
405	0.8126602624
406	0.8122177531
407	0.8117401763
408	0.8112853355
409	0.8108612404
410	0.8104199541
411	0.8100685221
412	0.8095858966
413	0.80913516
414	0.8087341893
415	0.8081502822
416	0.8076427604
417	0.8072542472
418	0.8069191671
419	0.8065432277
420	0.8061442147
421	0.8057091034
422	0.805374424
423	0.805073225
424	0.8047148394
425	0.8042791845
426	0.8039148853
427	0.8035907895
428	0.8032138535
429	0.8028530749
430	0.8024465781
431	0.8021522464
432	0.8018116982
433	0.801453502
434	0.8010606837
435	0.8006737653
436	0.800277396
437	0.7998862267
438	0.7994500639
439	0.7991417402
440	0.7987417714
441	0.7984225653
442	0.7980095263
443	0.7976038083
444	0.7972274555
445	0.796813959
446	0.7964472543
447	0.7959728415
448	0.795680991
449	0.7952652617
450	0.7949913016
451	0.7946221119
452	0.7943046346
453	0.7939858318
454	0.7936216643
455	0.7932789254
456	0.7929074251
457	0.7925594247
458	0.7921630356
459	0.7918437213
460	0.7914027312
461	0.7910966795
462	0.7907983523
463	0.7904427466
464	0.79011935
465	0.7897822134
466	0.7895435421
467	0.7892431393
468	0.7889501325
469	0.7886566673
470	0.7883469517
471	0.7879930153
472	0.7877073395
473	0.7873994119
474	0.7871100556
475	0.7868146262
476	0.7865034601
477	0.7861089064
478	0.7858016019
479	0.7855623133
480	0.7852175
481	0.7848242756
482	0.7845535993
483	0.7843080573
484	0.7840452355
485	0.783789947
486	0.7835068763
487	0.7832699795
488	0.7829854703
489	0.7826442835
490	0.7823679723
491	0.7820306574
492	0.7817457832
493	0.7814748918
494	0.7811204467
495	0.7807706308
496	0.7804295196
497	0.7801019802
498	0.7798314383
499	0.7795283811
500	0.7793115088
501	0.7790453053
502	0.7787446035
503	0.7783517065
504	0.7780955711
505	0.7777836341
506	0.7775084299
507	0.7772286443
508	0.7770061159
509	0.776803371
510	0.7765603242
511	0.7762266405
512	0.7759423164
513	0.775678937
514	0.775395883
515	0.7750610685
516	0.7747487865
517	0.7744183655
518	0.7741437473
519	0.7738265233
520	0.7736327198
521	0.7733512599
522	0.773090483
523	0.7727644997
524	0.7724539921
525	0.772164458
526	0.7718276905
527	0.7715605795
528	0.7711377224
529	0.7708546696
530	0.7704752313
531	0.7701821443
532	0.7698649853
533	0.7696399076
534	0.7693820343
535	0.7691922268
536	0.7689123044
537	0.7685842159
538	0.7683301027
539	0.7681236733
540	0.7678663718
541	0.7676339231
542	0.7672923594
543	0.7670029195
544	0.7667715984
545	0.7664396696
546	0.7661930703
547	0.7660359091
548	0.7657801034
549	0.7655292771
550	0.7652241968
551	0.7649650572
552	0.7646540429
553	0.7643615178
554	0.7640954875
555	0.7637271319
556	0.763516192
557	0.7632714748
558	0.7630343415
559	0.762738407
560	0.7625087175
561	0.7622518977
562	0.7619572613
563	0.761580559
564	0.7612667181
565	0.7609572921
566	0.7607110192
567	0.7604509661
568	0.7602443645
569	0.7600169457
570	0.75974787
571	0.7595422732
572	0.7592688216
573	0.7590775573
574	0.7588577567
575	0.7587325793
576	0.7585387553
577	0.7583499673
578	0.7580871457
579	0.7578225388
580	0.7575560834
581	0.7573221844
582	0.7571033138
583	0.7568438626
584	0.7566641111
585	0.7563856595
586	0.756122673
587	0.7558680563
588	0.7556835601
589	0.7554644265
590	0.7552780969
591	0.7550787639
592	0.7548613423
593	0.7545981492
594	0.7543532689
595	0.7541830423
596	0.753989611
597	0.7537392694
598	0.753552989
599	0.7532362588
600	0.7530966334
601	0.7528914684
602	0.7527202031
603	0.7525389769
604	0.7522431678
605	0.7519746076
606	0.7517146329
607	0.7514715702
608	0.751264134
609	0.7510273361
610	0.7507844651
611	0.7505257688
612	0.7503001022
613	0.7501048105
614	0.7498900473
615	0.7496871583
616	0.7494834306
617	0.749308598
618	0.7490225923
619	0.7488117319
620	0.7485693824
621	0.7483836819
622	0.7481985784
623	0.7479932538
624	0.7477758748
625	0.7474782125
626	0.7472909332
627	0.747117158
628	0.7469325286
629	0.7467018778
630	0.7465132622
631	0.7463096116
632	0.746130568
633	0.7459609933
634	0.7456414079
635	0.7453615682
636	0.7451835399
637	0.7450020579
638	0.7447505747
639	0.7444631552
640	0.7441323328
641	0.743919461
642	0.7437370491
643	0.7434985274
644	0.7432852728
645	0.7431184478
646	0.7428995365
647	0.7427586155
648	0.7423708392
649	0.7422187226
650	0.7419872293
651	0.7418242172
652	0.7416764681
653	0.7414778032
654	0.7413277755
655	0.7411852943
656	0.7409528193
657	0.740800683
658	0.7406015462
659	0.7404553013
660	0.7402788991
661	0.7400875927
662	0.7398209665
663	0.7396104722
664	0.7394023463
665	0.7392031462
666	0.7389892351
667	0.7388296548
668	0.738674941
669	0.7384800493
670	0.7383134155
671	0.7381329126
672	0.7379682323
673	0.7377565527
674	0.7376270032
675	0.7374732838
676	0.7372615561
677	0.7370599018
678	0.7368712741
679	0.7366412832
680	0.7365306838
681	0.7363619438
682	0.7361230607
683	0.7359308649
684	0.7357004834
685	0.7355517965
686	0.735353669
687	0.7352178727
688	0.7349105374
689	0.7346550866
690	0.734493368
691	0.7342794767
692	0.734167381
693	0.7340413134
694	0.7338981075
695	0.7337845897
696	0.7335715089
697	0.7334314666
698	0.7332617054
699	0.7331493436
700	0.7329603039
701	0.7327625706
702	0.7326448474
703	0.7324411785
704	0.7322676784
705	0.7319689222
706	0.7317309713
707	0.7315917792
708	0.7313711051
709	0.7311687704
710	0.7308932304
711	0.7306789427
712	0.7304709402
713	0.7302736541
714	0.7301574119
715	0.7300415587
716	0.7299323373
717	0.7297485062
718	0.7295543819
719	0.7294611269
720	0.7292202629
721	0.7291016941
722	0.7289206933
723	0.7287825326
724	0.7285543518
725	0.7283937051
726	0.7280687753
727	0.7279013778
728	0.7277136521
729	0.7275413207
730	0.7273665566
731	0.7271817988
732	0.7269543604
733	0.7267870619
734	0.7266900071
735	0.7264474112
736	0.7261930337
737	0.7259520617
738	0.7258306599
739	0.7256164516
740	0.7252962583
741	0.7250389083
742	0.7248297445
743	0.7247395848
744	0.7246111236
745	0.7245125689
746	0.7242751874
747	0.7241015511
748	0.7240097943
749	0.7238006886
750	0.723613051
751	0.7234154573
752	0.7232242078
753	0.7230419082
754	0.7229030937
755	0.7227240458
756	0.7225350805
757	0.7222692088
758	0.7221571999
759	0.7218999663
760	0.7217326295
761	0.7215457138
762	0.7213781614
763	0.7211712409
764	0.7209902799
765	0.7208827189
766	0.7207073981
767	0.720501389
768	0.7203657282
769	0.7202491444
770	0.720088184
771	0.7199125325
772	0.7197412919
773	0.7195429304
774	0.7194272365
775	0.7192946194
776	0.7191127015
777	0.7189823819
778	0.7187744074
779	0.7185951511
780	0.7185026568
781	0.7182590927
782	0.7180911917
783	0.7180042361
784	0.7178402065
785	0.7176639178
786	0.7175229918
787	0.7173946058
788	0.7171967058
789	0.7170789467
790	0.71695534
791	0.7168340072
792	0.7166107283
793	0.716514078
794	0.7163345857
795	0.7161608278
796	0.715962075
797	0.7157792408
798	0.7154764856
799	0.7152955255
800	0.7150162441
801	0.7148078474
802	0.7144345286
803	0.7143364753
804	0.7142253184
805	0.7140492137
806	0.7138267873
807	0.7136935853
808	0.713527697
809	0.7133579907
810	0.7132174336
811	0.7131401176
812	0.7129596173
813	0.712758928
814	0.7126039351
815	0.7125176982
816	0.7123778329
817	0.7122471592
818	0.7121066164
819	0.7118915663
820	0.7117435463
821	0.7114953041
822	0.7113535436
823	0.711147805
824	0.7110321299
825	0.7108458228
826	0.7106560634
827	0.7105152083
828	0.7103505147
829	0.7101963297
830	0.7100439166
831	0.7099182014
832	0.7097831116
833	0.7096522233
834	0.7094802425
835	0.7092969575
836	0.7090159905
837	0.7088819856
838	0.708690994
839	0.7084434927
840	0.7082078042
841	0.7080682606
842	0.7079914497
843	0.7079000885
844	0.7076659185
845	0.7075231263
846	0.7074029598
847	0.7072302764
848	0.707016546
849	0.7068880524
850	0.7067075199
851	0.7065719107
852	0.7063650688
853	0.7061328357
854	0.7058600364
855	0.705667222
856	0.7054966924
857	0.7052889766
858	0.7051500954
859	0.704948901
860	0.7047127098
861	0.7045591502
862	0.7042535283
863	0.704062509
864	0.7039776938
865	0.7038276649
866	0.7037325964
867	0.7033648194
868	0.7031875675
869	0.7030505076
870	0.7027919214
871	0.7026351522
872	0.7024411872
873	0.7023156678
874	0.7021970464
875	0.7020462415
876	0.7019449689
877	0.7016736835
878	0.7014506295
879	0.7012633248
880	0.701136405
881	0.7010073672
882	0.7008525603
883	0.7006670166
884	0.7005048688
885	0.7003565218
886	0.700127663
887	0.700001644
888	0.6998300092
889	0.6996385376
890	0.6994883998
891	0.6993476187
892	0.6992207037
893	0.6990660891
894	0.6988989094
895	0.6988312533
896	0.6987426924
897	0.6985727485
898	0.698350498
899	0.6981869617
900	0.6980698241
901	0.6978757928
902	0.6977485209
903	0.6976722442
904	0.697513697
905	0.6973907248
906	0.6973044824
907	0.6971657077
908	0.6970156323
909	0.6969021208
910	0.6968401584
911	0.6966600651
912	0.6965376564
913	0.6963742234
914	0.6962121575
915	0.6959947
916	0.6958345088
917	0.6956664586
918	0.6954566465
919	0.6952825256
920	0.6951978191
921	0.6950696749
922	0.6949330738
923	0.6947937682
924	0.694658417
925	0.6944546305
926	0.6941277657
927	0.694031705
928	0.6938824107
929	0.693785169
930	0.6934641668
931	0.6932782858
932	0.693182914
933	0.6930161568
934	0.6928508119
935	0.6926735292
936	0.692578021
937	0.6924345735
938	0.6922443723
939	0.6920462439
940	0.6918512353
941	0.6916854062
942	0.6915562945
943	0.6914124664
944	0.6912570966
945	0.6909440513
946	0.690752852
947	0.6906077167
948	0.6904653864
949	0.6901932251
950	0.6900333797
951	0.6899824403
952	0.6898030195
953	0.6896023064
954	0.6894420058
955	0.6892880186
956	0.6891404596
957	0.6889288624
958	0.6887647892
959	0.6885311425
960	0.6883953763
961	0.6882175117
962	0.6880374351
963	0.6879160665
964	0.6877524845
965	0.6874285321
966	0.6872622243
967	0.6870082739
968	0.6868073511
969	0.6866864682
970	0.6865723488
971	0.6863881487
972	0.6862946811
973	0.6861505625
974	0.6860135502
975	0.685868201
976	0.685731406
977	0.6855991513
978	0.6854673113
979	0.6853258111
980	0.6851057182
981	0.6849455227
982	0.6847730287
983	0.684620388
984	0.6844319725
985	0.6843126499
986	0.684137853
987	0.683990643
988	0.6839037169
989	0.683695743
990	0.6835421374
991	0.6833885638
992	0.6832336914
993	0.6831494275
994	0.682996254
995	0.6828397664
996	0.6827348485
997	0.68259048
998	0.6825161865
999	0.6823576716
1000	0.6821507762
1001	0.6820325139
1002	0.6818393204
1003	0.6817009968
1004	0.681402118
1005	0.6811603726
1006	0.680998197
1007	0.6807529338
1008	0.6806422181
1009	0.6804524233
1010	0.6802318562
1011	0.680040283
1012	0.6797935173
1013	0.6796686268
1014	0.6795107751
1015	0.6792507938
1016	0.6788970902
1017	0.678800791
1018	0.6786209472
1019	0.6783749643
1020	0.6782331739
1021	0.6779795823
1022	0.6778081946
1023	0.6775617519
1024	0.6774160251
1025	0.6772518296
1026	0.6770084898
1027	0.6768860548
1028	0.6766223985
1029	0.6764167611
1030	0.676269724
1031	0.676186059
1032	0.6759941346
1033	0.6758517986
1034	0.6757528481
1035	0.6755644413
1036	0.6752879739
1037	0.6751215255
1038	0.674965928
1039	0.6748180531
1040	0.6746005109
1041	0.6744561926
1042	0.6742483477
1043	0.6741487176
1044	0.6739705994
1045	0.6737383617
1046	0.6735275418
1047	0.6731807697
1048	0.6730382408
1049	0.6728951273
1050	0.6727624458
1051	0.6726596403
1052	0.6724046599
1053	0.6721581902
1054	0.6718897059
1055	0.6717390377
1056	0.6716280495
1057	0.6714860522
1058	0.6713561548
1059	0.6711750115
1060	0.6709519027
1061	0.6707263853
1062	0.6705300013
1063	0.6703095145
1064	0.6699106326
1065	0.6697944109
1066	0.669631724
1067	0.6694350026
1068	0.6691934746
1069	0.6690158732
1070	0.6689216461
1071	0.668741716
1072	0.6685983177
1073	0.6684131389
1074	0.6682865387
1075	0.6681278645
1076	0.6679861309
1077	0.6677757489
1078	0.6676149207
1079	0.6674646973
1080	0.667282863
1081	0.6670206514
1082	0.6668466542
1083	0.6666029482
1084	0.6664262691
1085	0.6662605296
1086	0.6660547271
1087	0.6658516995
1088	0.6656712501
1089	0.6654669647
1090	0.6651881098
1091	0.6650413924
1092	0.6648701176
1093	0.6646926876
1094	0.6645688435
1095	0.6644837521
1096	0.6642918954
1097	0.6640042967
1098	0.6637627165
1099	0.6635086133
1100	0.6634188498
1101	0.6631680916
1102	0.6630112326
1103	0.6627742619
1104	0.6625784385
1105	0.662416237
1106	0.6622685197
1107	0.6621000099
1108	0.6620014572
1109	0.6618593107
1110	0.6616459017
1111	0.6615750185
1112	0.6614688046
1113	0.6612465753
1114	0.6612141619
1115	0.6610705351
1116	0.6608493923
1117	0.6607288888
1118	0.6606273234
1119	0.6604942582
1120	0.6602992997
1121	0.6601057895
1122	0.6598983396
1123	0.6597798304
1124	0.6596162399
1125	0.6594449222
1126	0.659325561
1127	0.6591202383
1128	0.6589344905
1129	0.6588174787
1130	0.6586505668
1131	0.6584974832
1132	0.6581578138
1133	0.65794166
1134	0.6577991004
1135	0.6577141221
1136	0.65762326
1137	0.6574082978
1138	0.6572353946
1139	0.6571503694
1140	0.6570373365
1141	0.6568584676
1142	0.656737449
1143	0.6565799622
1144	0.6564760148
1145	0.6562774206
1146	0.6560753006
1147	0.655942948
1148	0.6557468007
1149	0.6555239021
1150	0.6554173053
1151	0.6551803036
1152	0.654926135
1153	0.6547785293
1154	0.6546718508
1155	0.6544647837
1156	0.6543178976
1157	0.654154756
1158	0.6540420548
1159	0.6537965427
1160	0.6536686746
1161	0.6533707398
1162	0.6532383059
1163	0.6530730345
1164	0.6529712211
1165	0.6527921653
1166	0.6526926528
1167	0.6526324033
1168	0.6524815326
1169	0.6523580916
1170	0.6522320774
1171	0.6520611007
1172	0.6519317725
1173	0.6516978005
1174	0.6515483645
1175	0.6513690826
1176	0.6512246712
1177	0.6510882032
1178	0.6508680896
1179	0.6507968667
1180	0.6507016274
1181	0.6505596382
1182	0.6503739818
1183	0.6502158433
1184	0.6501053236
1185	0.6500419601
1186	0.6499143461
1187	0.649727376
1188	0.6495727769
1189	0.6494102962
1190	0.6492887058
1191	0.6491515362
1192	0.6488872644
1193	0.6486895213
1194	0.6484408396
1195	0.6482357565
1196	0.6479916869
1197	0.6478497991
1198	0.6476922231
1199	0.6475616407
1200	0.647437844
1201	0.6472511615
1202	0.6470484346
1203	0.6468773189
1204	0.6467176939
1205	0.6466295921
1206	0.6465001512
1207	0.6463768346
1208	0.6462820556
1209	0.6461257827
1210	0.6458480695
1211	0.6457280103
1212	0.6456322126
1213	0.6454529119
1214	0.6452985952
1215	0.6451792985
1216	0.644935737
1217	0.6447357376
1218	0.6446252059
1219	0.64452816
1220	0.644394721
1221	0.6442180857
1222	0.6440239964
1223	0.6439125176
1224	0.6437466134
1225	0.6436216034
1226	0.6435107969
1227	0.643434627
1228	0.6433055729
1229	0.6431557642
1230	0.6429968513
1231	0.6428532226
1232	0.6426950182
1233	0.6424702127
1234	0.6423624992
1235	0.6422418339
1236	0.6420700881
1237	0.6420204948
1238	0.6418907412
1239	0.6416948973
1240	0.6415139238
1241	0.641261499
1242	0.6409768635
1243	0.6408795352
1244	0.6408279739
1245	0.6406737146
1246	0.6405071376
1247	0.6404197782
1248	0.640270857
1249	0.6401145616
1250	0.6400182558
1251	0.6397893895
1252	0.6396360449
1253	0.6394678541
1254	0.6393774912
1255	0.6392635601
1256	0.6391088934
1257	0.638974907
1258	0.6388159496
1259	0.6386727465
1260	0.6385013586
1261	0.6384356816
1262	0.6382794836
1263	0.6381382022
1264	0.6379948012
1265	0.6378207306
1266	0.6376509314
1267	0.637424259
1268	0.6373129777
1269	0.6371158632
1270	0.6370302359
1271	0.6368947326
1272	0.6367994762
1273	0.6365686839
1274	0.6364955234
1275	0.6363797184
1276	0.6362858357
1277	0.6361294449
1278	0.6359155887
1279	0.6357664414
1280	0.6356619521
1281	0.6355757351
1282	0.6354117154
1283	0.6352550019
1284	0.6349536381
1285	0.6347962295
1286	0.6346498843
1287	0.6345125627
1288	0.634400992
1289	0.634325586
1290	0.6341781437
1291	0.633979609
1292	0.6338653232
1293	0.6337389156
1294	0.6335451404
1295	0.6332960667
1296	0.633134213
1297	0.6329867527
1298	0.6328164317
1299	0.6326962389
1300	0.6325640781
1301	0.6322648499
1302	0.6321258276
1303	0.6318954052
1304	0.6317192174
1305	0.6316095085
1306	0.6314578082
1307	0.6313101464
1308	0.6312559718
1309	0.6310932598
1310	0.6308828205
1311	0.6307422391
1312	0.630638186
1313	0.6305019045
1314	0.6303544945
1315	0.6302110189
1316	0.630039604
1317	0.6298791554
1318	0.629705179
1319	0.6295701543
1320	0.6293484547
1321	0.6292378703
1322	0.6290904967
1323	0.6289339021
1324	0.6286746526
1325	0.6284896977
1326	0.6283030643
1327	0.6281666246
1328	0.6279236729
1329	0.6278583759
1330	0.627791778
1331	0.6276579782
1332	0.6275442237
1333	0.6273700822
1334	0.6271940332
1335	0.6269655695
1336	0.6268117391
1337	0.6266417682
1338	0.6264568581
1339	0.6263639341
1340	0.6262046739
1341	0.626091769
1342	0.6258162064
1343	0.6256876014
1344	0.6255988514
1345	0.6254170254
1346	0.6251614772
1347	0.625026899
1348	0.6249120403
1349	0.6248138321
1350	0.6246866426
1351	0.6245654938
1352	0.624474353
1353	0.624396042
1354	0.62425396
1355	0.6240274966
1356	0.6238833866
1357	0.6237684414
1358	0.6236534091
1359	0.6234239205
1360	0.623235349
1361	0.6231250261
1362	0.6229910353
1363	0.622864321
1364	0.6226908022
1365	0.6225332648
1366	0.6224174158
1367	0.6222629591
1368	0.622131659
1369	0.6219794246
1370	0.6218374184
1371	0.6216234236
1372	0.62152413
1373	0.6214063805
1374	0.6212677269
1375	0.6210975181
1376	0.6209601276
1377	0.6208000597
1378	0.6206239336
1379	0.6204690815
1380	0.620355909
1381	0.6202433341
1382	0.6201722886
1383	0.6200845258
1384	0.6199151541
1385	0.6197125053
1386	0.6195218924
1387	0.6192874495
1388	0.6191068081
1389	0.6189907076
1390	0.6188011744
1391	0.618560674
1392	0.6183895489
1393	0.6182427371
1394	0.6179498259
1395	0.6176687733
1396	0.6175594687
1397	0.6173560677
1398	0.6172055342
1399	0.6169730058
1400	0.6167993445
1401	0.6166375575
1402	0.6165136292
1403	0.6163390203
1404	0.6162430628
1405	0.6159584189
1406	0.6158419654
1407	0.6156585205
1408	0.6154766093
1409	0.6151869524
1410	0.6150238787
1411	0.6148921651
1412	0.6148322958
1413	0.6147440438
1414	0.6146337632
1415	0.6144790519
1416	0.6143971063
1417	0.6140909399
1418	0.6139932479
1419	0.6137614568
1420	0.6137114522
1421	0.6134811975
1422	0.6133401471
1423	0.613262071
1424	0.6131366044
1425	0.6129624168
1426	0.6127609966
1427	0.612648488
1428	0.6125539159
1429	0.6123876498
1430	0.6122279466
1431	0.6121048295
1432	0.6119791423
1433	0.6117033908
1434	0.6115082781
1435	0.6113468868
1436	0.611151271
1437	0.6110113103
1438	0.6108682
1439	0.6107210711
1440	0.610539229
1441	0.6104869294
1442	0.6103779358
1443	0.6103098407
1444	0.610148036
1445	0.6100024664
1446	0.6098836047
1447	0.6097342846
1448	0.6096241655
1449	0.6095237947
1450	0.6093309727
1451	0.609180478
1452	0.6090569895
1453	0.6089270254
1454	0.6087471775
1455	0.6085234647
1456	0.6083783077
1457	0.6082119131
1458	0.6081309652
1459	0.6080377316
1460	0.6078755363
1461	0.6076466116
1462	0.6075687731
1463	0.6074974341
1464	0.6073652346
1465	0.607190381
1466	0.6071185646
1467	0.6070478144
1468	0.6069024882
1469	0.6068193343
1470	0.6067098598
1471	0.6064651541
1472	0.6062493497
1473	0.6061016887
1474	0.6059949276
1475	0.6058411558
1476	0.6057602277
1477	0.6057026089
1478	0.6055292197
1479	0.6053605068
1480	0.6052252989
1481	0.6051000582
1482	0.6050508235
1483	0.6049887255
1484	0.604833918
1485	0.6046418373
1486	0.6044817934
1487	0.6044355432
1488	0.6043183547
1489	0.6042389342
1490	0.6041530994
1491	0.6039908673
1492	0.6038116715
1493	0.6035098322
1494	0.603422528
1495	0.6033018472
1496	0.6031113691
1497	0.6029601679
1498	0.6028674745
1499	0.6025642376
1500	0.602280959
1501	0.6021917858
1502	0.6020003689
1503	0.6018773326
1504	0.6018464252
1505	0.6016753965
1506	0.6014603783
1507	0.6014172903
1508	0.6012909752
1509	0.6012347345
1510	0.601111287
1511	0.6009257961
1512	0.6008760711
1513	0.6007209295
1514	0.6006003232
1515	0.6004580962
1516	0.6003669229
1517	0.600257707
1518	0.6000860338
1519	0.599843186
1520	0.5997105851
1521	0.5995558131
1522	0.5994025256
1523	0.5992097977
1524	0.5991587748
1525	0.5990178775
1526	0.5987300438
1527	0.5985382789
1528	0.5984014554
1529	0.5982931125
